destination_radar,destination_radar_fr,destination_radar_en,homeport_destination_radar,ferme_bureau,tonnage,departure_fr,destination_fr,ship_id,ship_name,departure_action,destination_action,departure_out_date,destination_in_date,source_doc_id
Local,Local,Local,Local,Marans,37,Marans,Rochefort,0006327N,Aimable Solide,Out,In,1789=12=24,1789>12>24,00333676
Local,Local,Local,Local,Tonnay-Charente,36,Tonnay-Charente,Marans,0006355N,Trois Sœurs,Out,In,1789=06=10,1789>06>10,00341045
Local,Local,Local,Local,Marans,36,Marans,Tonnay-Charente,0006355N,Trois sœurs,Out,In,1789=06=25,1789>06>25,00332632
Local,Local,Local,Local,Marans,36,Marans,Rochefort,0006355N,Trois sœurs,Out,In,1789=09=02,1789>09>02,00333668
Local,Local,Local,Local,Tonnay-Charente,36,Tonnay-Charente,Marans,0006355N,Trois Sœurs,Out,In,1789=10=13,1789>10>13,00341053
Local,Local,Local,Local,Marans,20,Marans,La Rochelle,0006365N,Don de Dieu,Out,In,1789=01=30,1789>01>30,00332836
Local,Local,Local,Local,Marans,20,Marans,Rochefort,0006365N,Don de Dieu,Out,In,1789=04=29,1789>04>29,00332713
Local,Local,Local,Local,Marans,20,Marans,La Rochelle,0006365N,Don de Dieu,Out,In,1789=05=23,1789>05>23,00332853
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0006388N,Saint Pierre,Out,In,1789=06=18,1789>06>18,00333323
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0006388N,Saint Pierre,Out,In,1789=07=06,1789>07>06,00333331
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0006388N,Saint Pierre,Out,In,1789=07=29,1789>07>29,00333339
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0006418N,Monsieur,Out,In,1789=04=25,1789>04>25,00333302
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0006418N,Monsieur,Out,In,1789=05=16,1789>05>16,00333310
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0006418N,Monsieur,Out,In,1789=09=01,1789>09>01,00333352
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0006418N,Monsieur,Out,In,1789=10=24,1789>10>24,00333364
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0006469N,Marie Marguerite,Out,In,1789=03=07,1789>03>07,00333291
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0006469N,Marie Marguerite,Out,In,1789=04=10,1789>04>10,00333296
Grande-Bretagne,Grande-Bretagne,Great Britain,Grande-Bretagne,Tonnay-Charente,100,Tonnay-Charente,Londres,0002234N,Marie,Out,In,1789=04=01,1789>04>01,00341093
Local,Local,Local,Local,Marans,20,Marans,Ars-en-Ré,0006487N,Marie Lagrange,Out,In,1789=04=22,1789>04>22,00332947
Local,Local,Local,Local,Marennes,22,Marennes,Marans,0006487N,Madeleine,Out,In,1789=04=10,1789>04>10,00339233
Local,Local,Local,Local,Tonnay-Charente,39,Tonnay-Charente,La Rochelle,0006492N,Saint Nicolas,Out,In,1789=08=26,1789>08>26,00341320
France,France,France,France,Marans,22,Marans,Nantes,0006501N,Reine des anges,Out,In,1789=05=02,1789>05>02,00334916
Local,Local,Local,Local,Marennes,3,Le Château-d'Oléron,Rochefort,0006601N,Deux Sœurs,Out,In,1789=07=11,1789>07>11,00340538
Local,Local,Local,Local,Marennes,3,Le Château-d'Oléron,Rochefort,0006601N,Deux Sœurs,Out,In,1789=08=17,1789>08>17,00340539
Local,Local,Local,Local,La Rochelle,30,La Rochelle,Rochefort,0006686N,Saint Pierre,Out,In,1789=08=05,1789>08>05,00340590
Local,Local,Local,Local,Rochefort,30,Rochefort,Tonnay-Charente,0006686N,Saint Pierre,Out,In,1789=08=07,1789>08>07,00340285
Local,Local,Local,Local,Marennes,30,Marennes,Tonnay-Charente,0006686N,Saint Pierre,Out,In,1789=12=17,1789>12>17,00333511
France,France,France,France,Rochefort,28,Rochefort,Cherbourg,0006800N,Marie Anne,Out,In,1789=02=14,1789>02>14,00339941
Local,Local,Local,Local,Saint-Martin-de-Ré,30,Saint-Martin-de-Ré,Tonnay-Charente,0006861N,Providence,Out,In,1789=02=20,1789>02>20,00339772
Local,Local,Local,Local,Saint-Martin-de-Ré,30,Saint-Martin-de-Ré,Tonnay-Charente,0006861N,Providence,Out,In,1789=04=01,1789>04>01,00336485
Local,Local,Local,Local,Saint-Martin-de-Ré,30,Saint-Martin-de-Ré,Tonnay-Charente,0006861N,Providence,Out,In,1789=04=26,1789>04>26,00337142
Local,Local,Local,Local,Saint-Martin-de-Ré,30,Saint-Martin-de-Ré,Tonnay-Charente,0006861N,Providence,Out,In,1789=07=16,1789>07>16,00336502
Local,Local,Local,Local,Saint-Martin-de-Ré,32,Saint-Martin-de-Ré,Tonnay-Charente,0006876N,Providence,Out,In,1789=05=14,1789>05>14,00339777
Local,Local,Local,Local,Saint-Martin-de-Ré,32,Saint-Martin-de-Ré,Tonnay-Charente,0006876N,Providence,Out,In,1789=11=28,1789>11>28,00336515
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Rochefort,0003554N,Commerce,Out,In,1789=07=03,1789>07>03,00340584
France,France,France,Local,La Rochelle,20,La Rochelle,Bordeaux,0003554N,Commerce,Out,In,1789=07=27,1789>07>27,00342029
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Rochefort,0003554N,Commerce,Out,In,1789=12=01,1789>12>01,00340614
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Rochefort,0006946N,Deux Jumeaux,Out,In,1789=08=08,1789>08>08,00340593
Local,Local,Local,Local,Saint-Martin-de-Ré,15,Ars-en-Ré,La Rochelle,0006919N,Binjamin,Out,In,1789=05=10,1789>05>10,00337820
Local,Local,Local,Local,Saint-Martin-de-Ré,15,Saint-Martin-de-Ré,Rochefort,0006919N,Benjamin,Out,In,1789=08=10,1789>08>10,00337093
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Rochefort,0006946N,Deux Jumeaux,Out,In,1789=10=17,1789>10>17,00340605
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Rochefort,0006946N,Deux Jumeaux,Out,In,1789=07=28,1789>07>28,00340588
France,France,France,Local,Les Sables-d'Olonne,35,île de Bouin,Nantes,0007076N,Bien Aimé,Out,In,1789=05=01,1789>05>01,00337478
Local,Local,Local,Local,La Rochelle,36,La Rochelle,Tonnay-Charente,0003788N,Nouvelle Esperance,Out,In,1789=03=19,1789>03>19,00341689
France,France,France,Ports francs et petites îles,Les Sables-d'Olonne,15,Noirmoutier,Nantes,0007109N,Espérance,Out,In,1789=05=11,1789>05>11,00337591
France,France,France,Ports francs et petites îles,Les Sables-d'Olonne,25,Noirmoutier,Bordeaux,0007115N,Marie Louise,Out,In,1789=03=04,1789>03>04,00333879
France,France,France,Ports francs et petites îles,Les Sables-d'Olonne,25,Noirmoutier,Bordeaux,0007115N,Marie Louise,Out,In,1789=12=03,1789>12>03,00339482
France,France,France,Ports francs et petites îles,Les Sables-d'Olonne,40,Noirmoutier,Nantes,0007127N,Union,Out,In,1789=07=09,1789>07>09,00337622
France,France,France,Ports francs et petites îles,Les Sables-d'Olonne,40,Noirmoutier,Nantes,0007127N,Union,Out,In,1789=12=02,1789>12>02,00333837
France,France,France,Ports francs et petites îles,Les Sables-d'Olonne,30,Noirmoutier,Nantes,0007141N,Malbrougk,Out,In,1789=04=24,1789>04>24,00337560
France,France,France,Ports francs et petites îles,Les Sables-d'Olonne,30,Noirmoutier,Nantes,0007141N,Malbrouq,Out,In,1789=07=11,1789>07>11,00337624
France,France,France,Ports francs et petites îles,Les Sables-d'Olonne,30,Noirmoutier,Nantes,0007141N,Malbourg,Out,In,1789=10=20,1789>10>20,00333829
France,France,France,Ports francs et petites îles,Les Sables-d'Olonne,30,Noirmoutier,Bordeaux,0007141N,Malbouroug,Out,In,1789=11=23,1789>11>23,00333789
Local,Local,Local,Local,Marans,28,Marans,La Rochelle,0007209N,Jacques Michel,Out,In,1789=01=28,1789>01>28,00332834
Local,Local,Local,Local,Marans,28,Marans,La Rochelle,0007209N,Saint Michel,Out,In,1789=04=25,1789>04>25,00332845
Local,Local,Local,Local,Marans,28,Marans,La Rochelle,0007209N,Saint Michel,Out,In,1789=05=22,1789>05>22,00336817
Local,Local,Local,Local,Marans,28,Marans,Saint-Martin-de-Ré,0007209N,Saint Michel,Out,In,1789=08=21,1789>08>21,00333875
Local,Local,Local,Local,Marans,28,Marans,La Rochelle,0007209N,Saint Michel,Out,In,1789=09=26,1789>09>26,00335012
Local,Local,Local,Local,Marans,25,Marans,La Rochelle,0007209N,Saint Michel,Out,In,1789=12=10,1789>12>10,00332870
Local,Local,Local,Local,Marennes,32,Marennes,Marans,0007307N,Louis Alexandre,Out,In,1789=05=04,1789>05>04,00337667
Local,Local,Local,Local,Marennes,32,Marennes,Marans,0007307N,Louis Alexandre,Out,In,1789=07=15,1789>07>15,00339246
Local,Local,Local,Local,Marennes,32,Marennes,Marans,0007307N,Louis Alexandre,Out,In,1789=09=12,1789>09>12,00339258
Local,Local,Local,Local,Marans,25,Marans,Rochefort,0007318N,Diligente,Out,In,1789=12=31,1789>12>31,00333738
Local,Local,Local,Local,Marans,20,Marans,Marennes,0007346N,Saint Jacques,Out,In,1789=06=06,1789>06>06,00333712
Local,Local,Local,Local,Marans,20,Marans,Marennes,0007346N,Saint Jacques,Out,In,1789=08=01,1789>08>01,00332742
Local,Local,Local,Local,Marans,20,Marans,Saint-Michel-en-l'Herm,0007346N,Saint Jacques,Out,In,1789=09=29,1789>09>29,00332602
Local,Local,Local,Local,Marennes,32,Ribérou,La Rochelle,0007382N,Marie Charlotte,Out,In,1789=07=20,1789>07>20,00333122
Local,Local,Local,Local,Marennes,32,Ribérou,La Rochelle,0007382N,Marie Charlotte,Out,In,1789=09=03,1789>09>03,00333115
Local,Local,Local,Local,Marennes,32,Ribérou,La Rochelle,0007382N,Marie Charlotte,Out,In,1789=09=19,1789>09>19,00333165
Local,Local,Local,Local,Marennes,32,Ribérou,La Rochelle,0007382N,Marie Charlotte,Out,In,1789=10=31,1789>10>31,00333622
Local,Local,Local,Local,Marennes,25,Royan,Tonnay-Charente,0007466N,Aimable Suzanne,Out,In,1789=12=18,1789>12>18!,00296064
Local,Local,Local,Local,Marans,35,Marans,Tonnay-Charente,0007494N,Marie Elizabet,Out,In,1789=06=04,1789>06>04,00332630
Local,Local,Local,Local,Marennes,35,Royan,Tonnay-Charente,0007494N,Marie Elizabeth,Out,In,1789=07=02,1789>07>02!,00296049
Local,Local,Local,Local,Saint-Martin-de-Ré,32,Saint-Martin-de-Ré,La Rochelle,0007494N,Marie Elizabethe,Out,In,1789=07=20,1789>07>20,00337075
France,France,France,Local,Marennes,50,Marennes,Bordeaux,0007494N,Marie Elizabéth,Out,In,1789=10=29,1789>10>29,00338961
Local,Local,Local,Local,Marans,20,Marans,La Rochelle,0007502N,Saint Jean,Out,In,1789=06=12,1789>06>12,00332858
Local,Local,Local,Local,Marans,20,Marans,La Flotte-en-Ré,0007502N,Saint Jean,Out,In,1789=07=08,1789>07>08,00336832
Local,Local,Local,Local,Marans,20,Marans,La Flotte-en-Ré,0007502N,Saint Jean,Out,In,1789=08=11,1789>08>11,00333685
Local,Local,Local,Local,Marans,20,Marans,La Rochelle,0007502N,Saint Jean,Out,In,1789=09=17,1789>09>17,00332760
Local,Local,Local,Local,Marans,20,Marans,Saint-Martin-de-Ré,0007502N,Saint Jean,Out,In,1789=12=24,1789>12>24,00333653
Local,Local,Local,Local,Saint-Martin-de-Ré,22,La Flotte-en-Ré,La Rochelle,0004772N,Perle,In-Out,In,1789=05=24,1789>05>24,00337167
Local,Local,Local,Local,Marans,27,Marans,La Rochelle,0007503N,Saint Jean,Out,In,1789=04=04,1789>04>04,00333262
Local,Local,Local,Local,Marans,27,Marans,La Rochelle,0007503N,Saint Jean,Out,In,1789=05=04,1789>05>04,00332848
Local,Local,Local,Local,Marans,27,Marans,La Rochelle,0007503N,Saint Jean,Out,In,1789=06=27,1789>06>27,00332860
Local,Local,Local,Local,Marans,27,Marans,Rochefort,0007503N,Saint Jean,Out,In,1789=07=23,1789>07>23,00332982
Local,Local,Local,Local,Tonnay-Charente,32,Tonnay-Charente,La Rochelle,0007532N,Saint François,Out,In,1789=04=15,1789>04>15,00341237
Local,Local,Local,Local,Saint-Martin-de-Ré,15,La Flotte-en-Ré,Moricq,0007506N,Saint Louis,In-Out,In,1789=07=01,1789>07>01,00332656
Local,Local,Local,Local,Marennes,10,Saint-Denis d'Oléron,La Rochelle,0006325N,Julie,Out,In,1789=07=25,1789>07>25,00333199
Local,Local,Local,Local,Saint-Martin-de-Ré,5,La Flotte-en-Ré,Rochefort,0007635N,Princesse,In-Out,In,1789=05=03,1789>05>03,00336935
Local,Local,Local,Local,Saint-Martin-de-Ré,20,Saint-Martin-de-Ré,Tonnay-Charente,0007648N,Patience,Out,In,1789=07=11,1789>07>11,00337144
Local,Local,Local,Local,Saint-Martin-de-Ré,20,Saint-Martin-de-Ré,Tonnay-Charente,0007648N,Patience,Out,In,1789=08=13,1789>08>13,00336504
Local,Local,Local,Local,Saint-Martin-de-Ré,20,Saint-Martin-de-Ré,Tonnay-Charente,0007648N,Patience,Out,In,1789=10=24,1789>10>24,00336513
Local,Local,Local,Local,Saint-Martin-de-Ré,20,Saint-Martin-de-Ré,Tonnay-Charente,0007648N,Patience,Out,In,1789=12=05,1789>12>05,00336517
France,France,France,France,Les Sables-d'Olonne,50,Noirmoutier,Gravelines,0007672N,Saint Michel,Out,In,1789=08=22,1789>08>22,00338131
Local,Local,Local,Local,Marennes,15,La Perrotine,La Rochelle,0007677N,Espion,Out,In,1789=03=15,1789>03>15,00336268
Local,Local,Local,Local,Marennes,15,La Perrotine,La Rochelle,0007677N,Espion,Out,In,1789=04=09,1789>04>09,00333465
Local,Local,Local,Local,Marennes,15,La Perrotine,La Rochelle,0007677N,Espion,Out,In,1789=09=21,1789>09>21,00336274
France,France,France,Local,Les Sables-d'Olonne,22,île de Bouin,Nantes,0007722N,Magdelaine,Out,In,1789=06=10,1789>06>10,00337498
France,France,France,Local,Les Sables-d'Olonne,22,île de Bouin,Nantes,0007722N,Magdelaine,Out,In,1789=07=24,1789>07>24,00337499
France,France,France,Local,Les Sables-d'Olonne,22,île de Bouin,Bordeaux,0007722N,Magdeleine,Out,In,1789=10=04,1789>10>04,00333772
Local,Local,Local,Local,La Rochelle,40,La Rochelle,Tonnay-Charente,0007775N,Marie Anne,Out,In,1789=05=06,1789>05>06,00341723
Local,Local,Local,Local,Marans,36,Marans,Tonnay-Charente,0006355N,Trois sœurs,Out,In,1789=10=29,1789>10>29,00333684
Local,Local,Local,Local,La Rochelle,40,La Rochelle,Tonnay-Charente,0007775N,Marie Anne,Out,In,1789=06=15,1789>06>15,00341741
Local,Local,Local,Local,La Rochelle,40,La Rochelle,Tonnay-Charente,0007775N,Marie Anne,Out,In,1789=09=14,1789>09>14,00341797
Local,Local,Local,Local,La Rochelle,40,La Rochelle,Tonnay-Charente,0007775N,Marie Anne,Out,In,1789=09=28,1789>09>28,00341804
Local,Local,Local,Local,Marans,20,Marans,La Rochelle,0006365N,Don de Dieu,Out,In,1789=08=18,1789>08>18,00333730
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0007783N,Sainte Etienne,Out,In,1789=03=12,1789>03>12,00333293
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0007783N,Saint Etienne,Out,In,1789=05=20,1789>05>20,00333312
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0007783N,Saint Etienne,Out,In,1789=06=12,1789>06>12,00333322
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0007783N,Saint Etienne,Out,In,1789=08=08,1789>08>08,00333343
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0007783N,Saint Etienne,Out,In,1789=09=02,1789>09>02,00333353
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0006388N,Saint Pierre,Out,In,1789=04=27,1789>04>27,00333303
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0006418N,Monsieur,Out,In,1789=08=12,1789>08>12,00333344
Local,Local,Local,Local,Marennes,36,Royan,Tonnay-Charente,0007972N,Victoire,Out,In,1789=07=10,1789>07>10!,00296053
France,France,France,France,Marennes,66,Marennes,Bordeaux,0007987N,Sauterèlle,Out,In,1789=08=04,1789>08>04,00338898
Local,Local,Local,Local,Marans,15,Marans,La Perrotine,0006487N,Marie Lagrange,Out,In,1789=03=13,1789>03>13,00334951
Local,Local,Local,Local,Saint-Martin-de-Ré,25,La Flotte-en-Ré,Marans,0008058N,Marie Claire,In-Out,In,1789=01=15,1789>01>15,00332691
Local,Local,Local,Local,Saint-Martin-de-Ré,25,La Flotte-en-Ré,Marans,0008058N,Marie Claire,In-Out,In,1789=02=21,1789>02>21,00332693
Local,Local,Local,Local,La Rochelle,39,La Rochelle,Tonnay-Charente,0006492N,Saint Nicolas,Out,In,1789=01=27,1789>01>27,00341657
Local,Local,Local,Local,Tonnay-Charente,39,Tonnay-Charente,La Rochelle,0006492N,Saint Nicolas,Out,In,1789=02=11,1789>02>11,00341192
Local,Local,Local,Local,Tonnay-Charente,37,Tonnay-Charente,La Rochelle,0006492N,Saint Nicolas,Out,In,1789=03=16,1789>03>16,00341215
Local,Local,Local,Local,Tonnay-Charente,39,Tonnay-Charente,La Rochelle,0006492N,Saint Nicolas,Out,In,1789=08=08,1789>08>08,00341306
Local,Local,Local,France,Marennes,20,Saint-Denis d'Oléron,La Rochelle,0006498N,Reine des Anges,Out,In,1789=05=02,1789>05>02,00333571
Local,Local,Local,Local,La Rochelle,38,La Rochelle,Tonnay-Charente,0006507N,Angélique,Out,In,1789=11=01,1789>11>01,00341830
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0008277N,Printemps,Out,In,1789=05=23,1789>05>23,00333315
Local,Local,Local,Local,Marennes,20,Ribérou,La Rochelle,0008277N,Printemps,Out,In,1789=10=28,1789>10>28,00333367
Local,Local,Local,Local,Marennes,16,Marennes,Rochefort,0008311N,Marie Madeleine,Out,In,1789=02=17,1789>02>17,00333049
Local,Local,Local,Local,Marennes,16,Marennes,Rochefort,0008311N,Marie Margueritte,Out,In,1789=09=15,1789>09>15,00333052
France,France,France,Local,Les Sables-d'Olonne,30,île de Bouin,Nantes,0008494N,Marie Magdeleine,Out,In,1789=04=20,1789>04>20,00337472
France,France,France,Local,Les Sables-d'Olonne,30,île de Bouin,Nantes,0008494N,Marie Magdeleine,Out,In,1789=06=04,1789>06>04,00337496
France,France,France,Local,Les Sables-d'Olonne,28,île de Bouin,Nantes,0008494N,Marie Magdeleine,Out,In,1789=09=04,1789>09>04,00337503
Local,Local,Local,Local,Tonnay-Charente,40,Tonnay-Charente,La Rochelle,0008650N,Pierre Jean,Out,In,1789=07=07,1789>07>07,00341282
Local,Local,Local,Local,Marans,40,Marans,La Rochelle,0008506N,Centaure,Out,In,1789=02=07,1789>02>07,00332837
Local,Local,Local,Local,Marans,40,Marans,La Rochelle,0008506N,Centaure,Out,In,1789=03=20,1789>03>20,00333680
Local,Local,Local,Local,Marans,40,Marans,La Rochelle,0008506N,Centaure,Out,In,1789=04=28,1789>04>28,00332847
Local,Local,Local,Local,Marans,40,Marans,La Rochelle,0008506N,Centaure,Out,In,1789=05=22,1789>05>22,00332852
Local,Local,Local,Local,Marans,40,Marans,La Rochelle,0008506N,Centaure,Out,In,1789=07=09,1789>07>09,00333207
Local,Local,Local,Local,Marans,40,Marans,La Rochelle,0008506N,Centaure,Out,In,1789=09=18,1789>09>18,00332761
France,France,France,Local,Les Sables-d'Olonne,40,Les Sables-d'Olonne,Bordeaux,0008583N,Bien Aimé,Out,In,1789=05=13,1789>05>13,00339016
France,France,France,Local,Les Sables-d'Olonne,24,île de Bouin,Nantes,0008643N,Deux Amis,Out,In,1789=06=04,1789>06>04,00337494
Local,Local,Local,Local,Marans,5,Marans,Esnandes,0012502N,Saint Jean,Out,In,1789=05=08,1789>05>08,00332910
Local,Local,Local,Local,Marans,35,Marans,Tonnay-Charente,0008651N,Saint Pierre,Out,In,1789=05=14,1789>05>14,00332627
Local,Local,Local,Local,Marans,38,Marans,Tonnay-Charente,0008651N,Saint Pierre,Out,In,1789=07=06,1789>07>06,00336469
Local,Local,Local,France,Marans,20,Marans,Ribérou,0008663N,Saint Pierre,Out,In,1789=05=13,1789>05>13,00334883
France,France,France,France,Marennes,28,Marennes,Bordeaux,0008663N,Saint Pierre,Out,In,1789=08=21,1789>08>21,00338907
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Local,Tonnay-Charente,32,Tonnay-Charente,Lorient,0008717N,Saint Pierre,Out,In,1789=07=22,1789>07>22,00341074
France,France,France,Local,Rochefort,32,Rochefort,Brest,0008717N,Saint Pierre,Out,In,1789=12=11,1789>12>11,00339989
France,France,France,France,Les Sables-d'Olonne,28,Noirmoutier,Nantes,0008759N,Saint Anne,Out,In,1789=04=28,1789>04>28,00337568
France,France,France,France,Marennes,110,Marennes,Le Havre,0008837N,Saint Pierre,Out,In,1789=04=08,1789>04>08,00337782
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Rochefort,0006946N,Deux Jumeaux,Out,In,1789=07=07,1789>07>07,00340586
Local,Local,Local,Local,Marans,5,Marans,Saint-Michel-en-l'Herm,0008974N,Solide,Out,In,1789=09=23,1789>09>23,00332600
Local,Local,Local,Local,La Rochelle,38,La Rochelle,Tonnay-Charente,0006966N,Victoire,Out,In,1789=04=21,1789>04>21,00341711
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Local,Tonnay-Charente,35,Tonnay-Charente,Lorient,0009437N,Trois Cousines,Out,In,1789=09=10,1789>09>10,00341077
France,France,France,France,La Rochelle,11,La Rochelle,Le Croisic,,Sainte Anne,Out,In,1789=10=03,1789>10>03,00341606
Ports francs et petites îles,Ports francs et petites îles,Free ports and small islands,Local,Tonnay-Charente,35,Tonnay-Charente,Lorient,0009437N,Trois Cousines,Out,In,1789=07=20,1789>07>20,00341073
Local,Local,Local,Local,Marennes,22,Marennes,Marans,0009432N,Don de Dieu,Out,In,1789=12=21,1789>12>21,00339289
Local,Local,Local,Local,Marennes,9,La Perrotine,La Rochelle,0009687N,Françoise,Out,In,1789=05=27,1789>05>27,00333470
Local,Local,Local,Local,Marennes,32,Royan,Tonnay-Charente,0009695N,Saint Jacques,Out,In,1789=06=14,1789>06>14!,00296043
Local,Local,Local,Local,Marennes,32,Royan,Tonnay-Charente,0009695N,Saint Jacques,Out,In,1789=08=18,1789>08>18!,00296060
France,France,France,France,Les Sables-d'Olonne,20,Saint-Gilles-sur-Vie,Bordeaux,0009831N,Marie Joseph,Out,In,1789=03=31,1789>03>31,00339026
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Rochefort,0009942N,Rocher,Out,In,1789=01=26,1789>01>26,00340546
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Rochefort,0009942N,Rocher,Out,In,1789=02=05,1789>02>05,00340547
Local,Local,Local,Local,La Rochelle,20,La Rochelle,Marennes,0009942N,Rocher,Out,In,1789=08=10,1789>08>10,00340984
Local,Local,Local,Local,Marennes,32,Marennes,Marans,0007307N,Louis Alexandre,Out,In,1789=06=19,1789>06>19,00339243
Local,Local,Local,Local,Marennes,60,Marennes,Tonnay-Charente,0010449N,Sainte Marie,Out,In,1789=12=09,1789>12>09,00338714
